MAKE,MODEL_YR,VEHICLE_TYPE,DRIVE_TRAIN,BODY_FRAME,BLIND_SPOT_DETECTION,ARS,FRNT_COLLISION_WARNING,LANE_DEPARTURE_WARNING,CRASH_IMMINENT_BRAKE,DYNAMIC_BRAKE_SUPPORT,OVERALL_STARS,BACKUP_CAMERA
HYUNDAI,2022,MPV,AWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
HYUNDAI,2022,MPV,AWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
HYUNDAI,2022,MPV,FWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2022,MPV,FWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
HYUNDAI,2022,MPV,AWD,Uni-Body,Standard,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
HYUNDAI,2022,MPV,AWD,Uni-Body,Standard,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
HYUNDAI,2022,MPV,FWD,Uni-Body,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
HYUNDAI,2022,MPV,FWD,Uni-Body,Standard,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
HYUNDAI,2022,PC,FWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
INFINITI,2022,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
INFINITI,2022,MPV,FWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
INFINITI,2022,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
JEEP,2022,MPV,AWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,4.0,Not Available
JEEP,2022,MPV,FWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,4.0,Not Available
JEEP,2022,MPV,AWD,Uni-Body,Optional,Standard,Standard,Optional,Standard,Standard,4.0,Not Available
JEEP,2022,MPV,FWD,Uni-Body,Optional,Standard,Standard,Optional,Standard,Standard,4.0,Not Available
JEEP,2022,MPV,2WD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
JEEP,2022,MPV,4WD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
JEEP,2022,MPV,AWD,Uni-Body,Standard,Standard,Standard,Optional,Standard,Standard,5.0,Not Available
JEEP,2022,MPV,RWD,Uni-Body,Standard,Standard,Standard,Optional,Standard,Standard,4.0,Not Available
JEEP,2022,MPV,AWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,4.0,Not Available
JEEP,2022,MPV,FWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,4.0,Not Available
KIA,2022,PC,FWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
KIA,2022,PC,FWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
KIA,2022,MPV,FWD,Uni-Body,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
KIA,2022,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,4.0,Not Available
KIA,2022,MPV,AWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,4.0,Not Available
KIA,2022,MPV,FWD,Uni-Body,Optional,Optional,Optional,Optional,Optional,Optional,4.0,Not Available
KIA,2022,MPV,AWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
KIA,2022,MPV,FWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
KIA,2022,MPV,AWD,Uni-Body,Standard,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
KIA,2022,MPV,FWD,Uni-Body,Standard,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
KIA,2022,MPV,FWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
KIA,2022,MPV,AWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
KIA,2022,MPV,FWD,Uni-Body,Optional,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
KIA,2022,PC,AWD,Uni-Body,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
KIA,2022,PC,RWD,Uni-Body,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
KIA,2022,MPV,AWD,Uni-Body,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
KIA,2022,MPV,FWD,Uni-Body,Standard,Optional,Standard,Standard,Standard,Standard,5.0,Not Available
LEXUS,2022,PC,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LEXUS,2022,PC,FWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LEXUS,2022,PC,FWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LEXUS,2022,PC,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LEXUS,2022,PC,RWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LEXUS,2022,PC,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LEXUS,2022,PC,RWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LEXUS,2022,PC,RWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LEXUS,2022,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,4.0,Not Available
LEXUS,2022,MPV,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,4.0,Not Available
LEXUS,2022,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,4.0,Not Available
LEXUS,2022,MPV,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,4.0,Not Available
LEXUS,2022,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,4.0,Not Available
LEXUS,2022,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,4.0,Not Available
LEXUS,2022,PC,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LEXUS,2022,PC,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LINCOLN,2022,MPV,4WD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LINCOLN,2022,MPV,RWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LINCOLN,2022,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LINCOLN,2022,MPV,FWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LINCOLN,2022,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
LINCOLN,2022,MPV,FWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
MAZDA,2022,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
MAZDA,2022,MPV,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
MAZDA,2022,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
MAZDA,2022,MPV,FWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
MAZDA,2022,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
MAZDA,2022,MPV,FWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
MAZDA,2022,PC,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
MAZDA,2022,PC,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
MAZDA,2022,PC,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
MAZDA,2022,PC,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
MAZDA,2022,PC,FWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
MERCEDES-BENZ,2022,PC,4WD,Uni-Body,Optional,Standard,Standard,Optional,Standard,Standard,5.0,Not Available
MERCEDES-BENZ,2022,PC,RWD,Uni-Body,Optional,Standard,Standard,Optional,Standard,Standard,5.0,Not Available
MERCEDES-BENZ,2022,PC,4WD,Uni-Body,Optional,Standard,Standard,Optional,Standard,Standard,5.0,Not Available
MERCEDES-BENZ,2022,PC,RWD,Uni-Body,Optional,Standard,Standard,Optional,Standard,Standard,5.0,Not Available
MERCEDES-BENZ,2022,MPV,4WD,Uni-Body,Optional,Standard,Standard,Optional,Standard,Standard,5.0,Not Available
MERCEDES-BENZ,2022,MPV,FWD,Uni-Body,Optional,Standard,Standard,Optional,Standard,Standard,4.0,Not Available
MERCEDES-BENZ,2022,MPV,4WD,Uni-Body,Optional,Standard,Standard,Optional,Standard,Standard,5.0,Not Available
MERCEDES-BENZ,2022,MPV,RWD,Uni-Body,Optional,Standard,Standard,Optional,Standard,Standard,5.0,Not Available
MERCEDES-BENZ,2022,MPV,4WD,Uni-Body,Optional,Standard,Standard,Optional,Standard,Standard,5.0,Not Available
MERCEDES-BENZ,2022,MPV,RWD,Uni-Body,Optional,Standard,Standard,Optional,Standard,Standard,5.0,Not Available
MINI,2022,PC,FWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
MITSUBISHI,2022,MPV,AWD,Uni-Body,Optional,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
MITSUBISHI,2022,MPV,FWD,Uni-Body,Optional,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
MITSUBISHI,2022,PC,FWD,Uni-Body,Not Available,Not Available,Standard,Optional,Standard,Standard,4.0,Not Available
MITSUBISHI,2022,MPV,AWD,Uni-Body,Optional,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
MITSUBISHI,2022,MPV,AWD,Uni-Body,Optional,Not Available,Standard,Standard,Standard,Standard,4.0,Not Available
MITSUBISHI,2022,MPV,FWD,Uni-Body,Optional,Not Available,Standard,Standard,Standard,Standard,4.0,Not Available
NISSAN,2022,PC,AWD,Uni-Body,Optional,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
NISSAN,2022,PC,FWD,Uni-Body,Optional,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
NISSAN,2022,TRUCK,4WD,Frame-Based,Optional,Not Available,Standard,Optional,Standard,Standard,4.0,Not Available
NISSAN,2022,TRUCK,RWD,Frame-Based,Optional,Not Available,Standard,Optional,Standard,Standard,4.0,Not Available
NISSAN,2022,PC,FWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,4.0,Not Available
NISSAN,2022,PC,FWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
NISSAN,2022,PC,FWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
NISSAN,2022,PC,FWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
NISSAN,2022,MPV,AWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
NISSAN,2022,MPV,FWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
NISSAN,2022,MPV,AWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
NISSAN,2022,MPV,AWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,4.0,Not Available
NISSAN,2022,MPV,FWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,4.0,Not Available
NISSAN,2022,MPV,FWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
NISSAN,2022,PC,AWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
NISSAN,2022,PC,FWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,4.0,Not Available
NISSAN,2022,PC,FWD,Uni-Body,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
NISSAN,2022,TRUCK,4WD,Frame-Based,Standard,Not Available,Standard,Standard,Standard,Standard,4.0,Not Available
NISSAN,2022,TRUCK,RWD,Frame-Based,Standard,Not Available,Standard,Standard,Standard,Standard,4.0,Not Available
NISSAN,2022,PC,FWD,Uni-Body,Optional,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
POLESTAR,2022,PC,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
POLESTAR,2022,PC,FWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
RAM,2022,TRUCK,2WD,Frame-Based,Optional,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
RAM,2022,TRUCK,4WD,Frame-Based,Optional,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
RAM,2022,TRUCK,2WD,Frame-Based,Optional,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
RAM,2022,TRUCK,4WD,Frame-Based,Optional,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
RAM,2022,TRUCK,2WD,Frame-Based,Optional,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
RAM,2022,TRUCK,4WD,Frame-Based,Optional,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Not Available
RAM,2022,TRUCK,2WD,Frame-Based,Optional,Not Available,Optional,Optional,Optional,Optional,5.0,Not Available
RAM,2022,TRUCK,4WD,Frame-Based,Optional,Not Available,Optional,Optional,Optional,Optional,5.0,Not Available
RAM,2022,TRUCK,2WD,Frame-Based,Optional,Not Available,Optional,Optional,Optional,Optional,4.0,Not Available
RAM,2022,TRUCK,4WD,Frame-Based,Optional,Not Available,Optional,Optional,Optional,Optional,4.0,Not Available
RAM,2022,TRUCK,2WD,Frame-Based,Optional,Not Available,Optional,Optional,Optional,Optional,4.0,Not Available
RAM,2022,TRUCK,4WD,Frame-Based,Optional,Not Available,Optional,Optional,Optional,Optional,4.0,Not Available
SUBARU,2022,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
SUBARU,2022,MPV,AWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Not Available
SUBARU,2022,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
SUBARU,2022,PC,AWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Not Available
SUBARU,2022,PC,AWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Not Available
SUBARU,2022,PC,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
SUBARU,2022,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
SUBARU,2022,PC,AWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Not Available
TESLA,2022,PC,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
TESLA,2022,PC,RWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
TESLA,2022,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
TESLA,2022,MPV,RWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
TESLA,2022,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
TESLA,2022,MPV,RWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
TOYOTA,2022,MPV,2WD,Frame-Based,Not Available,Standard,Standard,Standard,Standard,Standard,4.0,Not Available
TOYOTA,2022,MPV,AWD,Frame-Based,Not Available,Standard,Standard,Standard,Standard,Standard,4.0,Not Available
TOYOTA,2022,PC,FWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
TOYOTA,2022,PC,FWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
TOYOTA,2022,PC,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,4.0,Not Available
TOYOTA,2022,PC,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
TOYOTA,2022,PC,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
TOYOTA,2022,PC,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
TOYOTA,2022,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
TOYOTA,2022,MPV,FWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
TOYOTA,2022,PC,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
TOYOTA,2022,PC,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
TOYOTA,2022,PC,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
TOYOTA,2022,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
TOYOTA,2022,MPV,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
TOYOTA,2022,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
TOYOTA,2022,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
TOYOTA,2022,MPV,FWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
TOYOTA,2022,TRUCK,2WD,Frame-Based,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
TOYOTA,2022,TRUCK,2WD,Frame-Based,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
TOYOTA,2022,TRUCK,4WD,Frame-Based,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
TOYOTA,2022,TRUCK,4WD,Frame-Based,Optional,Optional,Standard,Standard,Standard,Standard,4.0,Not Available
TOYOTA,2022,TRUCK,4WD,Frame-Based,Optional,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
TOYOTA,2022,TRUCK,4WD,Frame-Based,Standard,Not Available,Standard,Standard,Standard,Standard,5.0,Not Available
TOYOTA,2022,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
VOLKSWAGEN,2022,MPV,AWD,Uni-Body,Standard,Standard,Standard,Optional,Standard,Standard,5.0,Not Available
VOLKSWAGEN,2022,MPV,FWD,Uni-Body,Standard,Standard,Standard,Optional,Standard,Standard,5.0,Not Available
VOLKSWAGEN,2022,MPV,AWD,Uni-Body,Standard,Standard,Standard,Optional,Standard,Standard,5.0,Not Available
VOLKSWAGEN,2022,MPV,FWD,Uni-Body,Standard,Standard,Standard,Optional,Standard,Standard,5.0,Not Available
VOLKSWAGEN,2022,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
VOLKSWAGEN,2022,MPV,RWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
VOLKSWAGEN,2022,PC,FWD,Uni-Body,Standard,Standard,Standard,Optional,Standard,Standard,5.0,Not Available
VOLKSWAGEN,2022,PC,FWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
VOLKSWAGEN,2022,PC,FWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,4.0,Not Available
VOLKSWAGEN,2022,MPV,AWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,4.0,Not Available
VOLKSWAGEN,2022,MPV,FWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,4.0,Not Available
VOLVO,2022,PC,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
VOLVO,2022,PC,FWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
VOLVO,2022,PC,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
VOLVO,2022,PC,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
VOLVO,2022,MPV,FWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
VOLVO,2022,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
VOLVO,2022,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
VOLVO,2022,MPV,FWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
VOLVO,2022,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
VOLVO,2022,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
VOLVO,2022,MPV,FWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
VOLVO,2022,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
VOLVO,2022,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
ACURA,2021,PC,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
ACURA,2021,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
ACURA,2021,MPV,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
ACURA,2021,PC,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
ACURA,2021,PC,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
AUDI,2021,PC,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
AUDI,2021,PC,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
AUDI,2021,PC,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
AUDI,2021,PC,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
AUDI,2021,PC,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
AUDI,2021,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
AUDI,2021,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
AUDI,2021,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
AUDI,2021,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
AUDI,2021,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
AUDI,2021,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
BMW,2021,PC,AWD,Uni-Body,Optional,Standard,Standard,Optional,Standard,Standard,5.0,Not Available
BMW,2021,PC,RWD,Uni-Body,Optional,Standard,Standard,Optional,Standard,Standard,5.0,Not Available
BMW,2021,MPV,AWD,Uni-Body,Not Available,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
BMW,2021,MPV,FWD,Uni-Body,Not Available,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
BMW,2021,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
BMW,2021,MPV,RWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
BMW,2021,MPV,AWD,Uni-Body,Standard,Standard,Standard,Standard,Standard,Standard,4.0,Not Available
BUICK,2021,MPV,AWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Not Available
BUICK,2021,MPV,FWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Not Available
BUICK,2021,MPV,AWD,Uni-Body,Optional,Standard,Optional,Optional,Not Available,Not Available,5.0,Not Available
BUICK,2021,MPV,FWD,Uni-Body,Optional,Standard,Optional,Optional,Not Available,Not Available,5.0,Not Available
BUICK,2021,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
BUICK,2021,MPV,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
BUICK,2021,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
BUICK,2021,MPV,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
CADILLAC,2021,PC,AWD,Uni-Body,Optional,Standard,Standard,Optional,Standard,Standard,5.0,Not Available
CADILLAC,2021,PC,RWD,Uni-Body,Optional,Standard,Standard,Optional,Standard,Standard,5.0,Not Available
CADILLAC,2021,MPV,2WD,Frame-Based,Optional,Standard,Standard,Optional,Standard,Standard,4.0,Not Available
CADILLAC,2021,MPV,4WD,Frame-Based,Optional,Standard,Standard,Optional,Standard,Standard,4.0,Not Available
CADILLAC,2021,MPV,2WD,Frame-Based,Optional,Standard,Standard,Optional,Standard,Standard,4.0,Not Available
CADILLAC,2021,MPV,4WD,Frame-Based,Optional,Standard,Standard,Optional,Standard,Standard,4.0,Not Available
CADILLAC,2021,MPV,AWD,Uni-Body,Optional,Standard,Standard,Optional,Standard,Standard,5.0,Not Available
CADILLAC,2021,MPV,FWD,Uni-Body,Optional,Standard,Standard,Optional,Standard,Standard,5.0,Not Available
CADILLAC,2021,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
CADILLAC,2021,MPV,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
CADILLAC,2021,MPV,AWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
CADILLAC,2021,MPV,FWD,Uni-Body,Optional,Standard,Standard,Standard,Standard,Standard,5.0,Not Available
CHEVROLET,2021,MPV,AWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Not Available
CHEVROLET,2021,MPV,FWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Not Available
CHEVROLET,2021,PC,FWD,Uni-Body,Optional,Standard,Optional,Optional,Optional,Optional,5.0,Not Available
CHEVROLET,2021,PC,RWD,Uni-Body,Optional,Standard,Optional,Not Available,Not Available,Not Available,5.0,Not Available
CHEVROLET,2021,PC,RWD,Uni-Body,Not Available,Standard,Not Available,Not Available,Not Available,Not Available,5.0,Not Available
CHEVROLET,2021,PC,RWD,Uni-Body,Optional,Standard,Optional,Not Available,Not Available,Not Available,5.0,Not Available
CHEVROLET,2021,TRUCK,2WD,Frame-Based,Not Available,Standard,Optional,Optional,Optional,Optional,4.0,Not Available
CHEVROLET,2021,TRUCK,2WD,Frame-Based,Not Available,Standard,Optional,Optional,Optional,Optional,4.0,Not Available
CHEVROLET,2021,TRUCK,4WD,Frame-Based,Not Available,Standard,Optional,Optional,Optional,Optional,4.0,Not Available
CHEVROLET,2021,TRUCK,4WD,Frame-Based,Not Available,Standard,Optional,Optional,Optional,Optional,4.0,Not Available
